Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Host_Country,Tournament_Decade,Goal_Difference,Match_Outcome,Home_Win,Away_Win,Draw,Winning_Margin,Stage_Normalized,Is_Knockout,Goals_Per_Match,Tournament_Number,Is_Host_Match,Went_To_Extra_Time,Decided_On_Penalties,Went_To_Shootout,Match_Importance,Home_Continent,Away_Continent,Host_Continent
1970,1970-06-20 16:00:00,Third Place Match,Estadio Azteca,Mexico City ,Germany FR,1.0,0.0,Uruguay,,Mexico,1970,1.0,Home Win,True,False,False,Narrow,Third Place Match,True,1.0,9,False,False,False,False,5,Europe,South America,North America
1970,1970-06-21 12:00:00,Final,Estadio Azteca,Mexico City ,Brazil,4.0,1.0,Italy,,Mexico,1970,3.0,Home Win,True,False,False,Rout,Final,True,5.0,9,False,False,False,False,7,South America,Europe,North America
1974,1974-06-13 17:00:00,Group Stage,Waldstadion,Frankfurt/Main ,Brazil,0.0,0.0,Yugoslavia,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,10,False,False,False,False,1,South America,Europe,Europe
1974,1974-06-14 16:00:00,Group Stage,Olympiastadion,Berlin West ,Germany FR,1.0,0.0,Chile,,Germany FR,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,10,True,False,False,False,1,Europe,South America,Europe
1974,1974-06-14 19:30:00,Group Stage,Volksparkstadion,Hamburg ,German DR,2.0,0.0,Australia,,Germany FR,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,10,False,False,False,False,1,Europe,Oceania,Europe
1974,1974-06-14 19:30:00,Group Stage,Westfalenstadion,Dortmund ,Zaire,0.0,2.0,Scotland,,Germany FR,1970,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,10,False,False,False,False,1,Africa,Europe,Europe
1974,1974-06-15 16:00:00,Group Stage,Niedersachsenstadion,Hanover ,Uruguay,0.0,2.0,Netherlands,,Germany FR,1970,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,10,False,False,False,False,1,South America,Europe,Europe
1974,1974-06-15 16:00:00,Group Stage,Rheinstadion,D�Sseldorf ,Sweden,0.0,0.0,Bulgaria,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-15 18:00:00,Group Stage,Olympiastadion,Munich ,Italy,3.0,1.0,Haiti,,Germany FR,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,10,False,False,False,False,1,Europe,North America,Europe
1974,1974-06-15 18:00:00,Group Stage,Neckarstadion,Stuttgart ,Poland,3.0,2.0,Argentina,,Germany FR,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,10,False,False,False,False,1,Europe,South America,Europe
1974,1974-06-18 16:00:00,Group Stage,Volksparkstadion,Hamburg ,Australia,0.0,3.0,Germany FR,,Germany FR,1970,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,10,True,False,False,False,1,Oceania,Europe,Europe
1974,1974-06-18 19:30:00,Group Stage,Waldstadion,Frankfurt/Main ,Scotland,0.0,0.0,Brazil,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,10,False,False,False,False,1,Europe,South America,Europe
1974,1974-06-18 19:30:00,Group Stage,Olympiastadion,Berlin West ,Chile,1.0,1.0,German DR,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,2.0,10,False,False,False,False,1,South America,Europe,Europe
1974,1974-06-18 19:30:00,Group Stage,Parkstadion,Gelsenkirchen ,Yugoslavia,9.0,0.0,Zaire,,Germany FR,1970,9.0,Home Win,True,False,False,Rout,Group Stage,False,9.0,10,False,False,False,False,1,Europe,Africa,Europe
1974,1974-06-19 19:30:00,Group Stage,Westfalenstadion,Dortmund ,Netherlands,0.0,0.0,Sweden,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-19 19:30:00,Group Stage,Niedersachsenstadion,Hanover ,Bulgaria,1.0,1.0,Uruguay,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,2.0,10,False,False,False,False,1,Europe,South America,Europe
1974,1974-06-19 19:30:00,Group Stage,Olympiastadion,Munich ,Haiti,0.0,7.0,Poland,,Germany FR,1970,7.0,Away Win,False,True,False,Rout,Group Stage,False,7.0,10,False,False,False,False,1,North America,Europe,Europe
1974,1974-06-19 19:30:00,Group Stage,Neckarstadion,Stuttgart ,Argentina,1.0,1.0,Italy,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,2.0,10,False,False,False,False,1,South America,Europe,Europe
1974,1974-06-22 16:00:00,Group Stage,Waldstadion,Frankfurt/Main ,Scotland,1.0,1.0,Yugoslavia,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,2.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-22 16:00:00,Group Stage,Olympiastadion,Berlin West ,Australia,0.0,0.0,Chile,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,10,False,False,False,False,1,Oceania,South America,Europe
1974,1974-06-22 16:00:00,Group Stage,Parkstadion,Gelsenkirchen ,Zaire,0.0,3.0,Brazil,,Germany FR,1970,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,10,False,False,False,False,1,Africa,South America,Europe
1974,,Group Stage,Volksparkstadion,Hamburg ,German DR,1.0,0.0,Germany FR,,Germany FR,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,10,True,False,False,False,1,Europe,Europe,Europe
1974,1974-06-23 16:00:00,Group Stage,Westfalenstadion,Dortmund ,Bulgaria,1.0,4.0,Netherlands,,Germany FR,1970,3.0,Away Win,False,True,False,Rout,Group Stage,False,5.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-23 16:00:00,Group Stage,Olympiastadion,Munich ,Argentina,4.0,1.0,Haiti,,Germany FR,1970,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,10,False,False,False,False,1,South America,North America,Europe
1974,1974-06-23 16:00:00,Group Stage,Rheinstadion,D�Sseldorf ,Sweden,3.0,0.0,Uruguay,,Germany FR,1970,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,10,False,False,False,False,1,Europe,South America,Europe
1974,1974-06-23 16:00:00,Group Stage,Neckarstadion,Stuttgart ,Poland,2.0,1.0,Italy,,Germany FR,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-26 16:00:00,Group Stage,Rheinstadion,D�Sseldorf ,Yugoslavia,0.0,2.0,Germany FR,,Germany FR,1970,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,10,True,False,False,False,1,Europe,Europe,Europe
1974,1974-06-26 19:30:00,Group Stage,Niedersachsenstadion,Hanover ,Brazil,1.0,0.0,German DR,,Germany FR,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,10,False,False,False,False,1,South America,Europe,Europe
1974,1974-06-26 19:30:00,Group Stage,Parkstadion,Gelsenkirchen ,Netherlands,4.0,0.0,Argentina,,Germany FR,1970,4.0,Home Win,True,False,False,Rout,Group Stage,False,4.0,10,False,False,False,False,1,Europe,South America,Europe
1974,1974-06-26 19:30:00,Group Stage,Neckarstadion,Stuttgart ,Sweden,0.0,1.0,Poland,,Germany FR,1970,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-30 16:00:00,Group Stage,Niedersachsenstadion,Hanover ,Argentina,1.0,2.0,Brazil,,Germany FR,1970,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,10,False,False,False,False,1,South America,South America,Europe
1974,1974-06-30 16:00:00,Group Stage,Waldstadion,Frankfurt/Main ,Poland,2.0,1.0,Yugoslavia,,Germany FR,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-30 16:00:00,Group Stage,Parkstadion,Gelsenkirchen ,German DR,0.0,2.0,Netherlands,,Germany FR,1970,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-06-30 19:30:00,Group Stage,Rheinstadion,D�Sseldorf ,Germany FR,4.0,2.0,Sweden,,Germany FR,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,6.0,10,True,False,False,False,1,Europe,Europe,Europe
1974,1974-07-03 17:00:00,Group Stage,Waldstadion,Frankfurt/Main ,Poland,0.0,1.0,Germany FR,,Germany FR,1970,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,10,True,False,False,False,1,Europe,Europe,Europe
1974,1974-07-03 19:30:00,Group Stage,Westfalenstadion,Dortmund ,Netherlands,2.0,0.0,Brazil,,Germany FR,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,10,False,False,False,False,1,Europe,South America,Europe
1974,1974-07-03 19:30:00,Group Stage,Parkstadion,Gelsenkirchen ,Argentina,1.0,1.0,German DR,,Germany FR,1970,0.0,Draw,False,False,True,,Group Stage,False,2.0,10,False,False,False,False,1,South America,Europe,Europe
1974,1974-07-03 19:30:00,Group Stage,Rheinstadion,D�Sseldorf ,Sweden,2.0,1.0,Yugoslavia,,Germany FR,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,10,False,False,False,False,1,Europe,Europe,Europe
1974,1974-07-06 16:00:00,Third Place Match,Olympiastadion,Munich ,Brazil,0.0,1.0,Poland,,Germany FR,1970,1.0,Away Win,False,True,False,Narrow,Third Place Match,True,1.0,10,False,False,False,False,5,South America,Europe,Europe
1974,,Final,Olympiastadion,Munich ,Netherlands,1.0,2.0,Germany FR,,Germany FR,1970,1.0,Away Win,False,True,False,Narrow,Final,True,3.0,10,True,False,False,False,7,Europe,Europe,Europe
1978,1978-06-01 15:00:00,Group Stage,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0.0,0.0,Poland,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-02 13:45:00,Group Stage,Estadio Jos� Mar�a Minella,Mar Del Plata ,Italy,2.0,1.0,France,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-02 16:45:00,Group Stage,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Tunisia,3.0,1.0,Mexico,,Argentina,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,11,False,False,False,False,1,Africa,North America,South America
1978,1978-06-02 19:15:00,Group Stage,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2.0,1.0,Hungary,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,11,True,False,False,False,1,South America,Europe,South America
1978,1978-06-03 13:45:00,Group Stage,Estadio Jos� Mar�a Minella,Mar Del Plata ,Sweden,1.0,1.0,Brazil,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,2.0,11,False,False,False,False,1,Europe,South America,South America
1978,1978-06-03 13:45:00,Group Stage,Jose Amalfitani,Buenos Aires ,Austria,2.0,1.0,Spain,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-03 16:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Peru,3.0,1.0,Scotland,,Argentina,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,11,False,False,False,False,1,South America,Europe,South America
1978,1978-06-03 16:45:00,Group Stage,San Martin,Mendoza ,Netherlands,3.0,0.0,Iran,,Argentina,1970,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,11,False,False,False,False,1,Europe,Asia,South America
1978,1978-06-06 13:45:00,Group Stage,Estadio Jos� Mar�a Minella,Mar Del Plata ,Italy,3.0,1.0,Hungary,,Argentina,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-06 16:45:00,Group Stage,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,1.0,0.0,Tunisia,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,11,False,False,False,False,1,Europe,Africa,South America
1978,1978-06-06 16:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,6.0,0.0,Mexico,,Argentina,1970,6.0,Home Win,True,False,False,Rout,Group Stage,False,6.0,11,False,False,False,False,1,Europe,North America,South America
1978,1978-06-06 19:15:00,Group Stage,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2.0,1.0,France,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,11,True,False,False,False,1,South America,Europe,South America
1978,1978-06-07 13:45:00,Group Stage,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,0.0,0.0,Spain,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,11,False,False,False,False,1,South America,Europe,South America
1978,1978-06-07 13:45:00,Group Stage,Jose Amalfitani,Buenos Aires ,Austria,1.0,0.0,Sweden,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-07 16:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Scotland,1.0,1.0,Iran,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,2.0,11,False,False,False,False,1,Europe,Asia,South America
1978,1978-06-07 16:45:00,Group Stage,San Martin,Mendoza ,Netherlands,0.0,0.0,Peru,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,11,False,False,False,False,1,Europe,South America,South America
1978,1978-06-10 15:10:00,Group Stage,Estadio Jos� Mar�a Minella,Mar Del Plata ,France,3.0,1.0,Hungary,,Argentina,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-10 16:45:00,Group Stage,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,3.0,1.0,Mexico,,Argentina,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,11,False,False,False,False,1,Europe,North America,South America
1978,1978-06-10 16:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,0.0,0.0,Tunisia,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,11,False,False,False,False,1,Europe,Africa,South America
1978,1978-06-10 19:15:00,Group Stage,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Italy,1.0,0.0,Argentina,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,11,True,False,False,False,1,Europe,South America,South America
1978,1978-06-11 13:45:00,Group Stage,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,1.0,0.0,Austria,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,11,False,False,False,False,1,South America,Europe,South America
1978,1978-06-11 13:45:00,Group Stage,Jose Amalfitani,Buenos Aires ,Spain,1.0,0.0,Sweden,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-11 16:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Peru,4.0,1.0,Iran,,Argentina,1970,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,11,False,False,False,False,1,South America,Asia,South America
1978,1978-06-11 16:45:00,Group Stage,San Martin,Mendoza ,Scotland,3.0,2.0,Netherlands,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-14 13:45:00,Group Stage,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0.0,0.0,Italy,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-14 13:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Netherlands,5.0,1.0,Austria,,Argentina,1970,4.0,Home Win,True,False,False,Rout,Group Stage,False,6.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-14 16:45:00,Group Stage,San Martin,Mendoza ,Brazil,3.0,0.0,Peru,,Argentina,1970,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,11,False,False,False,False,1,South America,South America,South America
1978,1978-06-14 19:15:00,Group Stage,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,2.0,0.0,Poland,,Argentina,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,11,True,False,False,False,1,South America,Europe,South America
1978,1978-06-18 13:45:00,Group Stage,San Martin,Mendoza ,Poland,1.0,0.0,Peru,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,11,False,False,False,False,1,Europe,South America,South America
1978,1978-06-18 16:45:00,Group Stage,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Italy,1.0,0.0,Austria,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-18 16:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,2.0,2.0,Netherlands,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,4.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-18 19:15:00,Group Stage,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,0.0,0.0,Brazil,,Argentina,1970,0.0,Draw,False,False,True,,Group Stage,False,0.0,11,True,False,False,False,1,South America,South America,South America
1978,1978-06-21 13:45:00,Group Stage,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Netherlands,2.0,1.0,Italy,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-21 13:45:00,Group Stage,Estadio Ol�mpico Chateau Carreras,Cordoba ,Austria,3.0,2.0,Germany FR,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,11,False,False,False,False,1,Europe,Europe,South America
1978,1978-06-21 16:45:00,Group Stage,San Martin,Mendoza ,Brazil,3.0,1.0,Poland,,Argentina,1970,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,11,False,False,False,False,1,South America,Europe,South America
1978,1978-06-21 19:15:00,Group Stage,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,6.0,0.0,Peru,,Argentina,1970,6.0,Home Win,True,False,False,Rout,Group Stage,False,6.0,11,True,False,False,False,1,South America,South America,South America
1978,1978-06-24 15:00:00,Third Place Match,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Brazil,2.0,1.0,Italy,,Argentina,1970,1.0,Home Win,True,False,False,Narrow,Third Place Match,True,3.0,11,False,False,False,False,5,South America,Europe,South America
1978,1978-06-25 15:00:00,Final,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,3.0,1.0,Netherlands,Argentina win after extra time,Argentina,1970,2.0,Home Win,True,False,False,Clear,Final,True,4.0,11,True,True,False,False,7,South America,Europe,South America
1982,1982-06-13 20:00:00,Group Stage,Camp Nou,Barcelona ,Argentina,0.0,1.0,Belgium,,Spain,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,South America,Europe,Europe
1982,1982-06-14 17:15:00,Group Stage,Estadio Municipal de Bala�dos,Vigo ,Italy,0.0,0.0,Poland,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-14 21:00:00,Group Stage,Ramon Sanchez Pizjuan,Seville ,Brazil,2.0,1.0,Soviet Union,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,12,False,False,False,False,1,South America,Europe,Europe
1982,1982-06-15 17:15:00,Group Stage,Riazor,La Coru�A ,Peru,0.0,0.0,Cameroon,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,12,False,False,False,False,1,South America,Africa,Europe
1982,1982-06-15 21:00:00,Group Stage,Nuevo Estadio,Elche ,Hungary,10.0,1.0,El Salvador,,Spain,1980,9.0,Home Win,True,False,False,Rout,Group Stage,False,11.0,12,False,False,False,False,1,Europe,North America,Europe
1982,1982-06-15 21:00:00,Group Stage,La Rosaleda,Malaga ,Scotland,5.0,2.0,New Zealand,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,7.0,12,False,False,False,False,1,Europe,Oceania,Europe
1982,1982-06-16 17:15:00,Group Stage,El Molinon,Gijon ,Germany FR,1.0,2.0,Algeria,,Spain,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,12,False,False,False,False,1,Europe,Africa,Europe
1982,1982-06-16 17:15:00,Group Stage,San Mames,Bilbao ,England,3.0,1.0,France,,Spain,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-16 21:00:00,Group Stage,Luis Casanova,Valencia ,Spain,1.0,1.0,Honduras,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,12,True,False,False,False,1,Europe,North America,Europe
1982,1982-06-17 17:15:00,Group Stage,Carlos Tartiere,Oviedo ,Chile,0.0,1.0,Austria,,Spain,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,South America,Europe,Europe
1982,1982-06-17 17:45:00,Group Stage,Jose Zorrilla,Valladolid ,Czechoslovakia,1.0,1.0,Kuwait,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,12,False,False,False,False,1,Europe,Asia,Europe
1982,1982-06-17 21:00:00,Group Stage,La Romareda,Zaragoza ,Yugoslavia,0.0,0.0,Northern Ireland,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-18 17:15:00,Group Stage,Estadio Municipal de Bala�dos,Vigo ,Italy,1.0,1.0,Peru,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,12,False,False,False,False,1,Europe,South America,Europe
1982,1982-06-18 21:00:00,Group Stage,Jose Rico Perez,Alicante ,Argentina,4.0,1.0,Hungary,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,12,False,False,False,False,1,South America,Europe,Europe
1982,1982-06-18 21:00:00,Group Stage,Benito Villamarin,Seville ,Brazil,4.0,1.0,Scotland,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,12,False,False,False,False,1,South America,Europe,Europe
1982,1982-06-19 19:15:00,Group Stage,Riazor,La Coru�A ,Poland,0.0,0.0,Cameroon,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,12,False,False,False,False,1,Europe,Africa,Europe
1982,1982-06-19 21:00:00,Group Stage,Nuevo Estadio,Elche ,Belgium,1.0,0.0,El Salvador,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,Europe,North America,Europe
1982,1982-06-19 21:00:00,Group Stage,La Rosaleda,Malaga ,Soviet Union,3.0,0.0,New Zealand,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,12,False,False,False,False,1,Europe,Oceania,Europe
1982,1982-06-20 17:15:00,Group Stage,El Molinon,Gijon ,Germany FR,4.0,1.0,Chile,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,12,False,False,False,False,1,Europe,South America,Europe
1982,1982-06-20 17:15:00,Group Stage,San Mames,Bilbao ,England,2.0,0.0,Czechoslovakia,,Spain,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-20 21:00:00,Group Stage,Luis Casanova,Valencia ,Spain,2.0,1.0,Yugoslavia,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,12,True,False,False,False,1,Europe,Europe,Europe
1982,1982-06-21 17:15:00,Group Stage,Carlos Tartiere,Oviedo ,Algeria,0.0,2.0,Austria,,Spain,1980,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,12,False,False,False,False,1,Africa,Europe,Europe
1982,1982-06-21 17:15:00,Group Stage,Jose Zorrilla,Valladolid ,France,4.0,1.0,Kuwait,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,12,False,False,False,False,1,Europe,Asia,Europe
1982,1982-06-21 21:00:00,Group Stage,La Romareda,Zaragoza ,Honduras,1.0,1.0,Northern Ireland,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,12,False,False,False,False,1,North America,Europe,Europe
1982,1982-06-22 17:15:00,Group Stage,Riazor,La Coru�A ,Poland,5.0,1.0,Peru,,Spain,1980,4.0,Home Win,True,False,False,Rout,Group Stage,False,6.0,12,False,False,False,False,1,Europe,South America,Europe
1982,1982-06-22 21:00:00,Group Stage,Nuevo Estadio,Elche ,Belgium,1.0,1.0,Hungary,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-22 21:00:00,Group Stage,La Rosaleda,Malaga ,Soviet Union,2.0,2.0,Scotland,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,4.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-23 17:15:00,Group Stage,Estadio Municipal de Bala�dos,Vigo ,Italy,1.0,1.0,Cameroon,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,12,False,False,False,False,1,Europe,Africa,Europe
1982,1982-06-23 21:00:00,Group Stage,Jose Rico Perez,Alicante ,Argentina,2.0,0.0,El Salvador,,Spain,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,12,False,False,False,False,1,South America,North America,Europe
1982,1982-06-23 21:00:00,Group Stage,Benito Villamarin,Seville ,Brazil,4.0,0.0,New Zealand,,Spain,1980,4.0,Home Win,True,False,False,Rout,Group Stage,False,4.0,12,False,False,False,False,1,South America,Oceania,Europe
1982,1982-06-24 17:15:00,Group Stage,Carlos Tartiere,Oviedo ,Algeria,3.0,2.0,Chile,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,12,False,False,False,False,1,Africa,South America,Europe
1982,1982-06-24 17:15:00,Group Stage,Jose Zorrilla,Valladolid ,France,1.0,1.0,Czechoslovakia,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-24 21:00:00,Group Stage,La Romareda,Zaragoza ,Honduras,0.0,1.0,Yugoslavia,,Spain,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,North America,Europe,Europe
1982,1982-06-25 17:15:00,Group Stage,El Molinon,Gijon ,Germany FR,1.0,0.0,Austria,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-25 17:15:00,Group Stage,San Mames,Bilbao ,England,1.0,0.0,Kuwait,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,Europe,Asia,Europe
